#,Name,Date of birth,Date of death,Date of burial,From,Died in the area of,Rank,Military Unit,Sources
2408,Volodymyr Bondarenko Mykhailovych,"November 25, 1995",85,"February 02, 2024",Chernivtsi Oblast,Odesa Oblast,Captain,Battalion 2,"https://example9.com, https://example10.com, https://example7.com, https://example9.com"
2409,Yuriy Kovalenko Romanovych,"September 19, 1989",86,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Donetsk Oblast,Captain,Battalion 1,"https://example3.com, https://example3.com, https://example4.com, https://example4.com, https://example6.com"
2410,Serhiy Tkachuk Romanovych,"March 07, 1967",87,"January 18, 2024",Chernivtsi Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Colonel,Special Forces,"https://example8.com, https://example1.com, https://example8.com"
2411,Serhiy Zinchenko Ivanovych,"August 19, 1982",3,"June 08, 2023",Zhytomyr Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Major,Battalion 1,"https://example5.com, https://example2.com, https://example4.com, https://example3.com, https://example7.com, https://example6.com, https://example7.com, https://example4.com"
2412,Oleh Kovalenko Volodymyrovych,"October 16, 1982",63,"February 25, 2022",Lviv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Sergeant,Battalion 2,"https://example4.com, https://example6.com, https://example9.com, https://example7.com, https://example4.com, https://example10.com, https://example6.com, https://example10.com"
2413,Oleksandr Sakalo Petrovych,"June 19, 1998",14,?,Chernivtsi Oblast,Zhytomyr Oblast,Private,Recon Squad,"https://example7.com, https://example1.com, https://example4.com, https://example4.com, https://example4.com, https://example6.com, https://example8.com, https://example2.com"
2414,Andrij Kravchenko Romanovych,"December 27, 1982",55,"April 16, 2023",Odesa Oblast,Odesa Oblast,Lieutenant,Special Forces,"https://example8.com, https://example6.com, https://example1.com, https://example9.com, https://example8.com, https://example7.com"
2415,Roman Sakalo Volodymyrovych,"April 07, 1992",99,?,Chernivtsi Oblast,Zhytomyr Oblast,Senior soldier,Battalion 1,"https://example6.com, https://example10.com, https://example2.com, https://example1.com, https://example7.com, https://example9.com, https://example4.com, https://example1.com"
2416,Serhiy Shevchenko Mykolayovych,"September 10, 1972",90,"October 01, 2024",Kyiv Oblast,Odesa Oblast,Private,Infantry,"https://example2.com, https://example10.com, https://example5.com, https://example8.com, https://example6.com"
2417,Oleksandr Hrytsenko Romanovych,"February 27, 1990",89,?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Chernivtsi Oblast,Major,Battalion 1,"https://example5.com, https://example10.com, https://example3.com, https://example5.com, https://example2.com"
2418,Roman Kravchenko Petrovych,"May 27, 2000",70,?,Kyiv Oblast,Chernivtsi Oblast,Colonel,Infantry,"https://example7.com, https://example7.com, https://example8.com, https://example1.com"
2419,Dmytro Tkachuk Vasyl'ovych,"August 02, 1967",7,?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Odesa Oblast,Major,Battalion 1,"https://example8.com, https://example1.com, https://example9.com, https://example8.com"
2420,Dmytro Tkachuk Oleksandrovych,"March 22, 1978",66,"October 07, 2023",Donetsk Oblast,Kharkiv Oblast,Captain,Special Forces,"https://example10.com, https://example1.com, https://example1.com, https://example9.com, https://example4.com, https://example10.com, https://example5.com"
2421,Volodymyr Kravchenko Mykhailovych,"August 11, 1980",2,"November 25, 2022",Lviv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Senior soldier,Battalion 1,"https://example3.com, https://example9.com, https://example10.com, https://example3.com, https://example3.com, https://example4.com"
2422,Oleksandr Kravchenko Mykolayovych,"August 13, 1973",72,?,Kyiv Oblast,Donetsk Oblast,Captain,Battalion 1,"https://example4.com, https://example3.com, https://example6.com, https://example4.com, https://example8.com"
2423,Dmytro Hrytsenko Mykhailovych,"October 29, 1965",52,?,Donetsk Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Sergeant,Unknown,"https://example8.com, https://example10.com, https://example7.com"
2424,Andrij Lysenko Mykolayovych,"August 25, 1980",93,"December 01, 2022",Odesa Oblast,Kyiv Oblast,Major,Recon Squad,"https://example10.com, https://example6.com, https://example9.com"
2425,Andrij Shevchenko Romanovych,"November 20, 1981",82,?,Kharkiv Oblast,Chernivtsi Oblast,Colonel,Unknown,"https://example3.com, https://example9.com, https://example2.com, https://example4.com, https://example6.com, https://example10.com, https://example10.com"
2426,Ihor Kovalenko Mykolayovych,"February 15, 1996",10,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lieutenant,Special Forces,"https://example6.com, https://example9.com, https://example8.com, https://example1.com, https://example3.com, https://example1.com, https://example2.com, https://example4.com"
2427,Roman Sakalo Mykhailovych,"February 01, 1991",86,"January 04, 2023",Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lieutenant,Battalion 2,"https://example5.com, https://example3.com, https://example5.com, https://example6.com, https://example5.com, https://example9.com, https://example7.com, https://example6.com"
2428,Andrij Kovalenko Petrovych,"December 20, 1969",58,"January 09, 2024",Donetsk Oblast,Lviv Oblast,Colonel,Battalion 2,"https://example10.com, https://example10.com, https://example4.com, https://example3.com, https://example4.com, https://example3.com, https://example3.com"
2429,Mykola Tkachuk Serhiyovych,"March 24, 1994",17,?,Lviv Oblast,Kharkiv Oblast,Private,Battalion 1,"https://example7.com, https://example1.com, https://example5.com, https://example10.com, https://example4.com, https://example2.com, https://example2.com, https://example1.com"
2430,Mykola Shevchenko Serhiyovych,"December 23, 1966",11,"November 27, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Kyiv Oblast,Sergeant,Battalion 2,"https://example5.com, https://example10.com, https://example9.com, https://example6.com"
2431,Mykola Tkachuk Ivanovych,"December 16, 1985",26,"September 06, 2023","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Senior soldier,Recon Squad,"https://example1.com, https://example8.com, https://example7.com, https://example7.com, https://example8.com"
2432,Serhiy Bondarenko Romanovych,"February 24, 1978",82,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Kharkiv Oblast,Major,Special Forces,"https://example10.com, https://example6.com, https://example1.com, https://example7.com, https://example8.com, https://example7.com, https://example8.com"
2433,Dmytro Lysenko Vasyl'ovych,"August 17, 1987",6,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Colonel,Unknown,"https://example1.com, https://example3.com, https://example3.com, https://example2.com, https://example2.com, https://example8.com"
2434,Mykola Kravchenko Ivanovych,"June 07, 1996",49,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Odesa Oblast,Captain,Special Forces,"https://example2.com, https://example8.com, https://example5.com"
2435,Roman Tkachuk Oleksandrovych,"June 24, 1961",99,"April 29, 2024",Chernivtsi Oblast,Lviv Oblast,Senior soldier,Battalion 1,"https://example3.com, https://example10.com, https://example3.com, https://example9.com, https://example4.com"
2436,Yuriy Sakalo Mykhailovych,"August 31, 1998",39,"April 05, 2022","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lviv Oblast,Major,Infantry,"https://example7.com, https://example8.com, https://example6.com, https://example2.com"
2437,Yuriy Kravchenko Oleksandrovych,"December 21, 1961",5,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Zhytomyr Oblast,Private,Special Forces,"https://example10.com, https://example5.com, https://example6.com, https://example4.com, https://example5.com, https://example10.com, https://example9.com, https://example4.com"
2438,Dmytro Shevchenko Mykhailovych,"September 11, 1997",35,?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Kharkiv Oblast,Senior soldier,Infantry,"https://example3.com, https://example6.com, https://example10.com, https://example9.com"
2439,Oleh Shevchenko Vasyl'ovych,"January 04, 1985",52,"January 21, 2023",Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lieutenant,Unknown,"https://example3.com, https://example2.com, https://example4.com, https://example7.com, https://example3.com"
2440,Oleksandr Tkachuk Ivanovych,"September 01, 1975",69,"August 25, 2022",Chernivtsi Oblast,Kharkiv Oblast,Lieutenant,Infantry,"https://example7.com, https://example8.com, https://example3.com, https://example3.com, https://example4.com, https://example1.com, https://example5.com, https://example2.com"
2441,Roman Sakalo Romanovych,"April 22, 1967",5,"November 18, 2023",Kharkiv Oblast,Zhytomyr Oblast,Sergeant,Battalion 1,"https://example7.com, https://example6.com, https://example2.com, https://example3.com"
2442,Serhiy Zinchenko Ivanovych,"March 30, 1966",54,?,Chernivtsi Oblast,Odesa Oblast,Lieutenant,Battalion 2,"https://example5.com, https://example6.com, https://example10.com, https://example9.com"
2443,Andrij Shevchenko Mykhailovych,"March 08, 1980",4,?,Chernivtsi Oblast,Zhytomyr Oblast,Captain,Special Forces,"https://example9.com, https://example1.com, https://example4.com, https://example1.com, https://example9.com"
2444,Oleh Zinchenko Mykhailovych,"March 12, 1977",57,"May 28, 2024","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Captain,Infantry,"https://example2.com, https://example6.com, https://example4.com, https://example7.com"
2445,Ihor Kravchenko Oleksandrovych,"December 20, 1995",18,?,Donetsk Oblast,Zhytomyr Oblast,Colonel,Recon Squad,"https://example8.com, https://example2.com, https://example2.com, https://example8.com, https://example2.com, https://example6.com"
2446,Oleksandr Bondarenko Yuriyovych,"August 11, 1997",76,?,Zhytomyr Oblast,Odesa Oblast,Senior soldier,Unknown,"https://example10.com, https://example3.com, https://example9.com, https://example2.com, https://example7.com"
2447,Andrij Bondarenko Volodymyrovych,"July 22, 1996",28,"July 05, 2024",Odesa Oblast,Lviv Oblast,Colonel,Battalion 2,"https://example2.com, https://example6.com, https://example5.com, https://example1.com, https://example3.com, https://example7.com, https://example10.com, https://example6.com"
2448,Yuriy Bondarenko Oleksandrovych,"August 27, 1974",67,"March 09, 2024",Kharkiv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Senior soldier,Recon Squad,"https://example1.com, https://example6.com, https://example1.com, https://example4.com, https://example2.com, https://example8.com, https://example7.com, https://example4.com"
2449,Volodymyr Tkachuk Mykhailovych,"December 16, 1967",16,?,Chernivtsi Oblast,Kyiv Oblast,Lieutenant,Special Forces,"https://example5.com, https://example6.com, https://example3.com, https://example9.com, https://example1.com, https://example3.com"
2450,Yuriy Shevchenko Mykhailovych,"March 18, 1985",26,?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lviv Oblast,Senior soldier,Recon Squad,"https://example9.com, https://example8.com, https://example7.com, https://example7.com, https://example7.com, https://example2.com, https://example6.com, https://example3.com"
2451,Roman Bibikov Mykhailovych,"November 05, 1998",42,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Chernivtsi Oblast,Major,Battalion 2,"https://example6.com, https://example1.com, https://example8.com"
2452,Yuriy Kovalenko Serhiyovych,"May 06, 1992",97,?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lviv Oblast,Senior soldier,Special Forces,"https://example8.com, https://example1.com, https://example8.com, https://example1.com"
2453,Oleksandr Zinchenko Mykolayovych,"September 28, 1993",72,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Recon Squad,"https://example2.com, https://example4.com, https://example9.com, https://example2.com, https://example1.com, https://example8.com, https://example7.com, https://example8.com"
2454,Volodymyr Shevchenko Volodymyrovych,"February 19, 1967",73,?,Donetsk Oblast,Kharkiv Oblast,Sergeant,Battalion 2,"https://example10.com, https://example4.com, https://example2.com, https://example1.com, https://example5.com, https://example1.com, https://example2.com, https://example6.com"
2455,Oleksandr Shevchenko Romanovych,"December 07, 1982",89,"July 23, 2024",Donetsk Oblast,Lviv Oblast,Colonel,Recon Squad,"https://example6.com, https://example1.com, https://example8.com"
2456,Oleksandr Kravchenko Mykolayovych,"April 04, 1998",1,"September 21, 2023",Donetsk Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Battalion 2,"https://example5.com, https://example4.com, https://example2.com, https://example2.com, https://example4.com, https://example2.com, https://example7.com, https://example10.com"
2457,Roman Tkachuk Ivanovych,"July 24, 1969",30,"May 24, 2022",Kharkiv Oblast,Chernivtsi Oblast,Lieutenant,Recon Squad,"https://example8.com, https://example3.com, https://example9.com, https://example9.com, https://example6.com, https://example8.com"
2458,Mykola Bibikov Petrovych,"July 24, 1978",49,"February 02, 2022",Donetsk Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Colonel,Unknown,"https://example3.com, https://example4.com, https://example6.com, https://example4.com, https://example2.com, https://example6.com, https://example1.com"
2459,Volodymyr Kovalenko Yuriyovych,"May 15, 1987",3,?,Zhytomyr Oblast,Donetsk Oblast,Major,Infantry,"https://example4.com, https://example2.com, https://example2.com, https://example10.com, https://example3.com, https://example3.com, https://example3.com, https://example2.com"
