#,Name,Date of birth,Date of death,Date of burial,From,Died in the area of,Rank,Military Unit,Sources
4149,Mykola Zinchenko Ivanovych,"February 03, 1977","September 27, 2022",?,Chernivtsi Oblast,Zhytomyr Oblast,Private,Battalion 2,"https://example10.com, https://example7.com, https://example4.com, https://example3.com"
4150,Oleh Kovalenko Ivanovych,"June 08, 1985","November 16, 2022",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lviv Oblast,Captain,Battalion 1,"https://example9.com, https://example8.com, https://example8.com, https://example5.com, https://example10.com, https://example2.com"
4151,Roman Kravchenko Mykhailovych,"November 13, 1980","March 12, 2024",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lieutenant,Unknown,"https://example8.com, https://example7.com, https://example3.com, https://example4.com"
4152,Yuriy Tkachuk Yuriyovych,"August 10, 1986","April 12, 2024",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Chernivtsi Oblast,Senior soldier,Battalion 2,"https://example8.com, https://example4.com, https://example1.com, https://example3.com, https://example10.com, https://example8.com"
4153,Mykola Kovalenko Ivanovych,"December 01, 1985","January 28, 2022","May 07, 2023",Kharkiv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Captain,Unknown,"https://example4.com, https://example9.com, https://example2.com, https://example6.com"
4154,Volodymyr Hrytsenko Romanovych,"September 27, 1980","January 24, 2023",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Chernivtsi Oblast,Captain,Recon Squad,"https://example2.com, https://example1.com, https://example4.com, https://example9.com"
4155,Roman Shevchenko Yuriyovych,"October 23, 1984","July 24, 2022",?,Odesa Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lieutenant,Battalion 2,"https://example3.com, https://example7.com, https://example10.com, https://example10.com"
4156,Andrij Shevchenko Serhiyovych,"January 16, 1976","January 26, 2024",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lieutenant,Special Forces,"https://example2.com, https://example4.com, https://example10.com, https://example4.com, https://example10.com, https://example4.com, https://example5.com"
4157,Volodymyr Tkachuk Oleksandrovych,"May 21, 1997","November 20, 2024","September 15, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Colonel,Battalion 1,"https://example5.com, https://example3.com, https://example10.com, https://example5.com, https://example3.com, https://example2.com, https://example2.com, https://example9.com"
4158,Roman Tkachuk Yuriyovych,"August 19, 1983","June 04, 2022","February 23, 2023",Chernivtsi Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Major,Battalion 1,"https://example7.com, https://example9.com, https://example5.com, https://example7.com, https://example3.com"
4159,Serhiy Bibikov Volodymyrovych,"December 28, 1992","September 14, 2022",?,Zhytomyr Oblast,Zhytomyr Oblast,Major,Special Forces,"https://example3.com, https://example8.com, https://example5.com, https://example6.com"
4160,Roman Tkachuk Volodymyrovych,"May 17, 1966","September 14, 2022","September 23, 2024",Kharkiv Oblast,Lviv Oblast,Colonel,Special Forces,"https://example8.com, https://example9.com, https://example10.com, https://example5.com, https://example9.com, https://example4.com"
4161,Yuriy Zinchenko Oleksandrovych,"October 23, 1978","February 24, 2022","July 06, 2023",Lviv Oblast,Chernivtsi Oblast,Senior soldier,Battalion 2,"https://example9.com, https://example8.com, https://example10.com, https://example4.com, https://example3.com, https://example1.com, https://example9.com, https://example10.com"
4162,Mykola Tkachuk Ivanovych,"March 19, 1971","September 06, 2024","March 26, 2022",Kharkiv Oblast,Donetsk Oblast,Captain,Recon Squad,"https://example2.com, https://example7.com, https://example8.com, https://example4.com"
4163,Serhiy Lysenko Volodymyrovych,"April 10, 1982","September 15, 2022",?,Kharkiv Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Sergeant,Recon Squad,"https://example6.com, https://example4.com, https://example1.com, https://example2.com, https://example5.com, https://example3.com"
4164,Serhiy Sakalo Mykolayovych,"March 01, 1973","November 06, 2023","March 26, 2022",Chernivtsi Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lieutenant,Infantry,"https://example3.com, https://example2.com, https://example1.com, https://example6.com, https://example4.com"
4165,Andrij Hrytsenko Volodymyrovych,"May 28, 1973","August 06, 2024","August 22, 2022",Zhytomyr Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Major,Battalion 1,"https://example1.com, https://example8.com, https://example1.com, https://example8.com, https://example6.com, https://example7.com, https://example6.com, https://example9.com"
4166,Dmytro Hrytsenko Yuriyovych,"December 26, 1988","July 01, 2023","April 27, 2023",Kyiv Oblast,Odesa Oblast,Lieutenant,Unknown,"https://example9.com, https://example4.com, https://example7.com, https://example10.com, https://example10.com, https://example8.com, https://example3.com"
4167,Oleh Shevchenko Ivanovych,"April 11, 1967","September 03, 2023","January 09, 2022","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Kharkiv Oblast,Colonel,Battalion 2,"https://example6.com, https://example8.com, https://example5.com, https://example10.com"
4168,Yuriy Lysenko Vasyl'ovych,"September 05, 1977","December 16, 2024",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lviv Oblast,Senior soldier,Special Forces,"https://example9.com, https://example9.com, https://example5.com, https://example6.com, https://example6.com"
4169,Oleh Lysenko Oleksandrovych,"September 28, 1965","May 28, 2024","April 08, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Major,Special Forces,"https://example5.com, https://example2.com, https://example4.com, https://example7.com, https://example4.com"
4170,Serhiy Kovalenko Mykolayovych,"April 05, 1976","April 18, 2023",?,Donetsk Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Senior soldier,Special Forces,"https://example6.com, https://example4.com, https://example6.com, https://example4.com, https://example7.com, https://example10.com, https://example9.com, https://example9.com"
4171,Dmytro Bibikov Ivanovych,"February 13, 1974","April 09, 2022",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Zhytomyr Oblast,Private,Recon Squad,"https://example7.com, https://example9.com, https://example7.com, https://example2.com, https://example3.com"
4172,Oleh Hrytsenko Yuriyovych,"April 23, 1968","February 27, 2024","October 14, 2023",Kyiv Oblast,Kharkiv Oblast,Senior soldier,Battalion 2,"https://example9.com, https://example4.com, https://example5.com, https://example7.com, https://example5.com"
4173,Ihor Kravchenko Yuriyovych,"July 17, 1987","March 31, 2023","October 07, 2024",Odesa Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Sergeant,Unknown,"https://example8.com, https://example6.com, https://example9.com, https://example2.com, https://example3.com, https://example7.com"
4174,Volodymyr Shevchenko Mykhailovych,"March 12, 1993","March 16, 2022",?,Chernivtsi Oblast,Chernivtsi Oblast,Colonel,Recon Squad,"https://example8.com, https://example9.com, https://example8.com, https://example1.com, https://example5.com"
4175,Volodymyr Hrytsenko Romanovych,"March 19, 1982","November 01, 2022",?,Kyiv Oblast,Lviv Oblast,Lieutenant,Recon Squad,"https://example9.com, https://example6.com, https://example7.com, https://example5.com, https://example9.com, https://example8.com"
4176,Andrij Sakalo Yuriyovych,"December 03, 1991","April 13, 2023","August 29, 2022",Zhytomyr Oblast,Zhytomyr Oblast,Private,Unknown,"https://example9.com, https://example9.com, https://example10.com, https://example8.com, https://example8.com"
4177,Andrij Bondarenko Serhiyovych,"September 15, 1969","December 02, 2022",?,Donetsk Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Captain,Unknown,"https://example3.com, https://example6.com, https://example2.com, https://example8.com, https://example9.com, https://example6.com, https://example7.com"
4178,Mykola Tkachuk Mykolayovych,"March 22, 1990","October 11, 2023","November 08, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lviv Oblast,Captain,Battalion 2,"https://example5.com, https://example8.com, https://example2.com, https://example7.com, https://example4.com"
4179,Volodymyr Kovalenko Mykhailovych,"November 13, 1996","October 28, 2024",?,Donetsk Oblast,Zhytomyr Oblast,Senior soldier,Battalion 1,"https://example7.com, https://example9.com, https://example6.com, https://example9.com, https://example10.com, https://example9.com, https://example4.com"
4180,Roman Zinchenko Mykolayovych,"November 08, 1968","February 20, 2024","November 18, 2023",Lviv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Private,Recon Squad,"https://example6.com, https://example10.com, https://example7.com, https://example8.com, https://example1.com, https://example2.com, https://example7.com, https://example8.com"
4181,Mykola Tkachuk Yuriyovych,"November 04, 1961","January 20, 2023","August 16, 2022",Chernivtsi Oblast,Kharkiv Oblast,Captain,Unknown,"https://example7.com, https://example3.com, https://example5.com"
4182,Oleksandr Hrytsenko Volodymyrovych,"May 23, 1995","August 16, 2023","September 21, 2023",Zhytomyr Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lieutenant,Unknown,"https://example3.com, https://example2.com, https://example7.com"
4183,Oleksandr Kravchenko Volodymyrovych,"April 24, 1962","January 30, 2023",?,Zhytomyr Oblast,Donetsk Oblast,Senior soldier,Battalion 2,"https://example6.com, https://example4.com, https://example3.com, https://example1.com"
4184,Oleksandr Tkachuk Vasyl'ovych,"July 08, 1988","August 24, 2024","November 12, 2024",Kyiv Oblast,Lviv Oblast,Major,Special Forces,"https://example6.com, https://example6.com, https://example7.com, https://example4.com, https://example6.com, https://example8.com"
4185,Serhiy Kravchenko Volodymyrovych,"December 22, 1967","May 28, 2024",?,Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Private,Infantry,"https://example1.com, https://example5.com, https://example5.com, https://example5.com, https://example3.com"
4186,Yuriy Shevchenko Petrovych,"April 08, 1989","November 13, 2022",?,Kharkiv Oblast,Chernivtsi Oblast,Lieutenant,Infantry,"https://example8.com, https://example6.com, https://example7.com"
4187,Volodymyr Kovalenko Petrovych,"August 13, 1968","October 16, 2022","July 18, 2024","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Chernivtsi Oblast,Colonel,Unknown,"https://example5.com, https://example5.com, https://example5.com, https://example8.com, https://example3.com, https://example7.com"
4188,Andrij Zinchenko Romanovych,"December 19, 1978","December 16, 2022","August 08, 2024",Kharkiv Oblast,Chernivtsi Oblast,Major,Recon Squad,"https://example7.com, https://example7.com, https://example4.com, https://example4.com"
4189,Roman Bondarenko Vasyl'ovych,"February 01, 1987","December 12, 2023","March 01, 2023",Kharkiv Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lieutenant,Special Forces,"https://example5.com, https://example9.com, https://example1.com, https://example3.com, https://example3.com"
4190,Serhiy Shevchenko Mykolayovych,"March 22, 1986","February 16, 2022",?,Odesa Oblast,Odesa Oblast,Colonel,Special Forces,"https://example5.com, https://example7.com, https://example7.com, https://example10.com, https://example3.com, https://example10.com"
4191,Oleh Zinchenko Mykolayovych,"January 18, 1971","July 11, 2024",?,Odesa Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Senior soldier,Battalion 2,"https://example4.com, https://example9.com, https://example2.com, https://example8.com, https://example3.com, https://example1.com"
4192,Dmytro Lysenko Ivanovych,"November 23, 1970","September 13, 2023","September 01, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Chernivtsi Oblast,Private,Special Forces,"https://example7.com, https://example6.com, https://example5.com, https://example6.com, https://example4.com, https://example1.com, https://example6.com"
4193,Oleksandr Sakalo Mykolayovych,"November 08, 1966","December 24, 2023","August 01, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Kyiv Oblast,Colonel,Infantry,"https://example1.com, https://example7.com, https://example8.com, https://example2.com, https://example7.com, https://example2.com, https://example7.com"
4194,Oleksandr Hrytsenko Yuriyovych,"August 27, 1970","December 24, 2024","November 27, 2023","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Kyiv Oblast,Senior soldier,Recon Squad,"https://example3.com, https://example6.com, https://example6.com"
4195,Oleksandr Sakalo Petrovych,"June 20, 1997","April 27, 2023","December 06, 2024",Odesa Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Sergeant,Unknown,"https://example10.com, https://example2.com, https://example8.com, https://example5.com, https://example3.com, https://example5.com"
4196,Ihor Kravchenko Petrovych,"April 12, 1986","February 12, 2022",?,Donetsk Oblast,Kyiv Oblast,Lieutenant,Recon Squad,"https://example2.com, https://example2.com, https://example9.com"
